a_ID,CEP,ano_ingresso,periodo_ingresso,status,ano_disciplina,periodo_disciplina,nota,disciplina_ID,status_disciplina,enem_redacao,enem_nota
0,59015430,2014,1,CANCELADO,2014,2,2.6,0,Reprovado,640,618
0,59015430,2014,1,CANCELADO,2015,1,8,0,Aprovado,640,618
1,59073120,2014,1,CANCELADO,2014,2,0.1,0,Reprovado,660,615
2,59072580,2014,1,ATIVO,2014,2,6.1,0,Aprovado,560,600
3,59088150,2014,1,ATIVO,2014,1,3,0,Reprovado,760,673
3,59088150,2014,1,ATIVO,2014,2,7.2,0,Aprovado,760,673
4,59064245,2014,1,CANCELADO,2014,2,2.1,0,Reprovado,700,642
4,59064245,2014,1,CANCELADO,2015,1,2.3,0,Reprovado,700,642
5,59112430,2014,1,ATIVO,2014,2,8.9,0,Aprovado,520,581
6,59152780,2014,1,CANCELADO,2014,2,2.4,0,Reprovado,640,660
6,59152780,2014,1,CANCELADO,2015,1,1.2,0,Reprovado,640,660
6,59152780,2014,1,CANCELADO,2015,2,6,0,Aprovado,640,660
7,59020330,2014,1,ATIVO,2014,2,5.6,0,Aprovado,720,647
8,59151610,2014,1,ATIVO,2014,2,1.5,0,Reprovado,800,621
8,59151610,2014,1,ATIVO,2015,1,6.9,0,Aprovado,800,621
9,59145510,2014,1,CANCELADO,2014,2,0.8,0,Reprovado,700,663
9,59145510,2014,1,CANCELADO,2015,1,0.6,0,Reprovado,700,663
9,59145510,2014,1,CANCELADO,2015,2,4.3,0,Reprovado,700,663
10,59075260,2014,1,CANCELADO,2014,2,5.1,0,Aprovado,760,698
10,59075260,2014,1,CANCELADO,2015,1,3,0,Reprovado,760,698
11,59086620,2014,1,CANCELADO,2014,2,0,0,Reprovado,720,621
12,59547000,2014,1,ATIVO,2014,2,2.6,0,Reprovado,520,634
12,59547000,2014,1,ATIVO,2015,1,5.9,0,Aprovado,520,634
13,59082180,2014,1,CANCELADO,2014,2,1.6,0,Reprovado,820,667
13,59082180,2014,1,CANCELADO,2015,1,7.3,0,Aprovado,820,667
14,59150500,2014,1,ATIVO,2014,2,1.2,0,Reprovado,680,630
14,59150500,2014,1,ATIVO,2015,1,4.3,0,Reprovado,680,630
14,59150500,2014,1,ATIVO,2015,2,7.7,0,Aprovado,680,630
15,59151800,2014,1,ATIVO,2014,2,8.5,0,Aprovado,740,662
16,59810000,2014,1,ATIVO,2014,2,9.8,0,Aprovado,640,613
17,59115190,2014,1,TRANCADO,2014,2,2,0,Reprovado,580,634
17,59115190,2014,1,TRANCADO,2015,2,1.8,0,Reprovado,580,634
17,59115190,2014,1,TRANCADO,2016,1,5,0,Aprovado,580,634
17,59115190,2014,1,TRANCADO,2016,2,8.1,0,Aprovado,580,634
18,59050350,2014,1,CANCELADO,2014,2,3.1,0,Reprovado,740,662
19,59086300,2014,1,CANCELADO,2015,2,0,0,Reprovado,540,695
20,59090620,2014,1,ATIVO,2014,2,6.4,0,Aprovado,640,616
21,59324000,2014,1,ATIVO,2014,2,7.5,0,Aprovado,800,689
22,59054550,2014,1,CANCELADO,2014,2,3.4,0,Reprovado,600,662
23,59070750,2014,2,ATIVO,2015,1,8.9,0,Aprovado,520,553
24,59280000,2014,1,CANCELADO,2015,1,7.6,0,Aprovado,520,610
25,59115685,2014,1,ATIVO,2016,1,7.3,0,Aprovado,780,695
26,59290000,2014,1,ATIVO,2014,2,1.1,0,Reprovado,780,617
26,59290000,2014,1,ATIVO,2015,1,0.3,0,Reprovado,780,617
26,59290000,2014,1,ATIVO,2015,2,6.6,0,Aprovado,780,617
27,59040240,2014,1,ATIVO,2014,1,5.9,0,Aprovado,780,733
28,59149356,2014,1,CANCELADO,2014,2,0,0,Reprovado,600,552
29,59063280,2014,1,CANCELADO,2015,1,1.9,0,Reprovado,680,649
29,59063280,2014,1,CANCELADO,2015,2,0,0,Reprovado,680,649
30,59094300,2014,1,ATIVO,2014,2,6.8,0,Aprovado,560,658
31,59020400,2014,1,ATIVO,2014,2,8.4,0,Aprovado,600,630
32,59106114,2014,1,CANCELADO,2015,1,1.3,0,Reprovado,640,617
33,59122495,2014,1,ATIVO,2014,2,7.5,0,Aprovado,720,669
34,51011480,2014,1,ATIVO,2014,2,0.2,0,Reprovado,720,620
34,51011480,2014,1,ATIVO,2015,1,5.3,0,Aprovado,720,620
35,59068310,2014,1,CANCELADO,2014,2,0.5,0,Reprovado,560,630
35,59068310,2014,1,CANCELADO,2015,1,5.5,0,Aprovado,560,630
36,0,2014,1,CANCELADO,2016,2,0,0,Reprovado,0,
37,59037250,2014,1,ATIVO,2014,2,0.3,0,Reprovado,680,609
37,59037250,2014,1,ATIVO,2015,2,0.7,0,Reprovado,680,609
37,59037250,2014,1,ATIVO,2016,1,0,0,Reprovado,680,609
37,59037250,2014,1,ATIVO,2016,2,0.7,0,Reprovado,680,609
38,59124090,2014,1,ATIVO,2014,2,7.9,0,Aprovado,660,617
39,59090310,2014,1,ATIVO,2014,2,6,0,Aprovado,720,611
40,0,2014,1,CANCELADO,2014,1,1.7,0,Reprovado,0,
41,59151250,2014,1,ATIVO,2014,2,7.7,0,Aprovado,840,708
42,59347000,2014,1,ATIVO,2014,2,1.4,0,Reprovado,520,542
42,59347000,2014,1,ATIVO,2015,1,5.2,0,Aprovado,520,542
43,59145580,2014,1,CANCELADO,2014,2,0.7,0,Reprovado,680,630
43,59145580,2014,1,CANCELADO,2015,1,7.4,0,Aprovado,680,630
44,59151903,2014,1,CANCELADO,2014,2,1.8,0,Reprovado,760,656
44,59151903,2014,1,CANCELADO,2015,2,2.9,0,Reprovado,760,656
44,59151903,2014,1,CANCELADO,2016,1,0,0,Reprovado,760,656
45,59650000,2014,1,ATIVO,2014,2,9.3,0,Aprovado,760,687
46,59094390,2014,1,CANCELADO,2014,2,0.7,0,Reprovado,680,636
46,59094390,2014,1,CANCELADO,2015,1,7.9,0,Aprovado,680,636
47,59088310,2014,1,ATIVO,2016,1,5.6,0,Aprovado,900,658
48,59150160,2014,1,ATIVO,2014,2,0.6,0,Reprovado,460,619
48,59150160,2014,1,ATIVO,2015,1,6.1,0,Aprovado,460,619
49,59074120,2014,1,CANCELADO,2015,1,0,0,Reprovado,580,617
50,59073143,2014,1,CANCELADO,2014,2,0.5,0,Reprovado,540,606
51,59460000,2014,1,CANCELADO,2014,1,7.4,0,Aprovado,720,682
52,59120520,2014,1,CANCELADO,2014,2,0,0,Reprovado,680,613
53,59068570,2014,1,CANCELADO,2015,1,0,0,Reprovado,760,645
53,59068570,2014,1,CANCELADO,2016,1,0,0,Reprovado,760,645
54,59037390,2014,1,ATIVO,2015,1,7.9,0,Aprovado,680,602
55,59082070,2014,1,ATIVO,2014,2,7.1,0,Aprovado,560,652
56,59114020,2014,1,CANCELADO,2015,1,7.5,0,Aprovado,740,631
57,59149300,2014,1,ATIVO,2014,2,1.1,0,Reprovado,680,653
57,59149300,2014,1,ATIVO,2015,1,5.9,0,Aprovado,680,653
58,59073140,2014,1,CONCLUIDO,2014,1,8,0,Aprovado,960,744
59,59150300,2014,1,CANCELADO,2014,2,7.6,0,Aprovado,600,642
60,59148630,2014,1,ATIVO,2014,2,8.7,0,Aprovado,740,694
61,59151400,2014,1,ATIVO,2014,2,5.1,0,Aprovado,600,668
61,59151400,2014,1,ATIVO,2015,1,8.1,0,Aprovado,600,668
62,59090500,2014,1,ATIVO,2014,2,8.1,0,Aprovado,780,730
63,59115555,2014,1,ATIVO,2014,2,9.9,0,Aprovado,1000,757
64,59141300,2014,1,ATIVO,2014,2,1.9,0,Reprovado,640,622
64,59141300,2014,1,ATIVO,2015,1,6.1,0,Aprovado,640,622
65,59014020,2014,1,CANCELADO,2014,2,8.5,0,Aprovado,720,684
66,59080470,2014,1,CANCELADO,2014,2,1.5,0,Reprovado,640,707
66,59080470,2014,1,CANCELADO,2015,1,0.9,0,Reprovado,640,707
66,59080470,2014,1,CANCELADO,2015,2,2.8,0,Reprovado,640,707
67,59132694,2014,1,CANCELADO,2014,2,1.5,0,Reprovado,440,611
68,85980000,2014,1,CANCELADO,2015,1,0,0,Reprovado,640,660
69,53240210,2014,1,ATIVO,2014,2,0.2,0,Reprovado,720,656
69,53240210,2014,1,ATIVO,2016,1,1.6,0,Reprovado,720,656
70,59022500,2014,1,ATIVO,2014,1,9.2,0,Aprovado,720,698
71,59062530,2014,1,ATIVO,2014,1,4.7,0,Reprovado,660,594
71,59062530,2014,1,ATIVO,2014,2,7.1,0,Aprovado,660,594
72,59054220,2014,1,ATIVO,2014,2,7.8,0,Aprovado,620,708
73,0,2014,1,ATIVO,2014,1,6.6,0,Aprovado,0,
74,6321200,2014,1,ATIVO,2014,2,7.6,0,Aprovado,600,644
75,59062570,2014,1,TRANCADO,2014,2,3.1,0,Reprovado,640,672
75,59062570,2014,1,TRANCADO,2015,1,6.9,0,Aprovado,640,672
76,59075100,2014,1,TRANCADO,2014,2,7.6,0,Aprovado,960,718
77,0,2014,1,ATIVO,2014,1,6.3,0,Aprovado,0,
78,59460000,2014,1,CANCELADO,2014,2,5.1,0,Aprovado,680,579
78,59460000,2014,1,CANCELADO,2015,1,6.3,0,Aprovado,680,579
79,59590000,2014,1,FORMANDO,2014,2,9.4,0,Aprovado,620,616
80,59290000,2014,1,ATIVO,2014,2,7.4,0,Aprovado,800,698
81,59149390,2014,1,CANCELADO,2014,2,7.1,0,Aprovado,640,650
82,59080370,2014,1,CANCELADO,2014,2,0.5,0,Reprovado,500,599
83,59148323,2014,1,ATIVO,2014,2,6.4,0,Aprovado,560,639
83,59148323,2014,1,ATIVO,2015,1,8.2,0,Aprovado,560,639
84,59149150,2014,1,CANCELADO,2014,2,1,0,Reprovado,720,630
84,59149150,2014,1,CANCELADO,2015,1,0.7,0,Reprovado,720,630
84,59149150,2014,1,CANCELADO,2016,1,0,0,Reprovado,720,630
85,59068720,2014,1,CANCELADO,2014,2,9.2,0,Aprovado,740,687
86,59145810,2014,1,ATIVO,2014,2,6.6,0,Aprovado,760,668
87,59082210,2014,1,ATIVO,2014,2,1.2,0,Reprovado,560,616
87,59082210,2014,1,ATIVO,2015,1,1.5,0,Reprovado,560,616
87,59082210,2014,1,ATIVO,2015,2,5.8,0,Aprovado,560,616
88,59082100,2014,1,CANCELADO,2014,2,1.5,0,Reprovado,600,636
88,59082100,2014,1,CANCELADO,2015,1,6.6,0,Aprovado,600,636
89,59151610,2014,1,TRANCADO,2015,1,8.9,0,Aprovado,780,653
90,59215970,2014,1,ATIVO,2014,2,5.4,0,Aprovado,520,646
91,59200000,2014,1,ATIVO,2016,2,1.8,0,Reprovado,560,572
92,59900000,2014,1,ATIVO,2014,2,8.6,0,Aprovado,700,679
93,59108245,2014,1,ATIVO,2014,2,8.2,0,Aprovado,800,637
94,59080115,2014,1,CANCELADO,2015,2,0.8,0,Reprovado,580,613
95,59132310,2014,1,ATIVO,2014,2,1.5,0,Reprovado,800,647
95,59132310,2014,1,ATIVO,2015,1,6.5,0,Aprovado,800,647
96,59122510,2014,1,CANCELADO,2014,2,0,0,Reprovado,560,650
97,0,2014,1,CANCELADO,2014,1,1.5,0,Reprovado,0,
98,59124000,2014,1,ATIVO,2014,2,8.4,0,Aprovado,600,641
99,59190000,2014,1,CANCELADO,2014,2,7.3,0,Aprovado,640,627
100,59110610,2014,1,TRANCADO,2014,2,2,0,Reprovado,640,645
100,59110610,2014,1,TRANCADO,2015,1,6.1,0,Aprovado,640,645
101,58401718,2014,1,ATIVO,2014,2,0.4,0,Reprovado,500,556
101,58401718,2014,1,ATIVO,2015,1,0.4,0,Reprovado,500,556
101,58401718,2014,1,ATIVO,2015,2,0,0,Reprovado,500,556
101,58401718,2014,1,ATIVO,2016,2,1.9,0,Reprovado,500,556
102,59215000,2014,1,ATIVO,2014,2,6.6,0,Aprovado,640,651
103,59152600,2014,1,ATIVO,2014,2,7.1,0,Aprovado,760,644
104,59064902,2014,1,CANCELADO,2016,1,0,0,Reprovado,720,657
105,59470000,2014,1,CANCELADO,2014,2,1.4,0,Reprovado,820,613
106,0,2014,1,CANCELADO,2014,2,5.7,0,Aprovado,0,
107,59012570,2014,1,TRANCADO,2014,2,0.8,0,Reprovado,680,641
107,59012570,2014,1,TRANCADO,2015,1,2,0,Reprovado,680,641
107,59012570,2014,1,TRANCADO,2015,2,8.7,0,Aprovado,680,641
108,59020030,2014,1,ATIVO,2014,2,0.2,0,Reprovado,640,653
108,59020030,2014,1,ATIVO,2015,1,7.4,0,Aprovado,640,653
109,59114660,2014,1,CANCELADO,2014,2,0.3,0,Reprovado,520,619
109,59114660,2014,1,CANCELADO,2015,1,0.1,0,Reprovado,520,619
109,59114660,2014,1,CANCELADO,2015,2,0.4,0,Reprovado,520,619
110,59075190,2014,1,ATIVO,2014,2,7.2,0,Aprovado,620,692
110,59075190,2014,1,ATIVO,2015,1,7.4,0,Aprovado,620,692
111,59056180,2014,1,ATIVO,2014,2,5.2,0,Aprovado,840,688
112,59152070,2014,1,ATIVO,2014,2,3.7,0,Reprovado,540,654
112,59152070,2014,1,ATIVO,2015,1,6.5,0,Aprovado,540,654
113,59090430,2014,1,CANCELADO,2016,1,0,0,Reprovado,840,655
114,59075810,2014,1,CANCELADO,2014,2,6.9,0,Aprovado,800,692
115,59400000,2014,1,ATIVO,2015,1,3.5,0,Reprovado,820,642
115,59400000,2014,1,ATIVO,2015,2,9,0,Aprovado,820,642
116,0,2014,2,ATIVO,2015,1,9,0,Aprovado,0,
117,59149390,2014,1,ATIVO,2014,2,7.6,0,Aprovado,580,662
118,59075710,2014,1,CANCELADO,2014,2,0,0,Reprovado,740,678
118,59075710,2014,1,CANCELADO,2015,1,0.5,0,Reprovado,740,678
119,59075010,2014,1,CANCELADO,2014,2,0.4,0,Reprovado,800,612
119,59075010,2014,1,CANCELADO,2015,1,2,0,Reprovado,800,612
119,59075010,2014,1,CANCELADO,2015,2,0,0,Reprovado,800,612
120,59065030,2014,1,ATIVO,2015,1,8.4,0,Aprovado,660,651
121,59162000,2014,1,ATIVO,2014,2,2.3,0,Reprovado,660,643
121,59162000,2014,1,ATIVO,2015,1,0.2,0,Reprovado,660,643
121,59162000,2014,1,ATIVO,2015,2,6,0,Aprovado,660,643
122,59082370,2014,1,CANCELADO,2014,2,8.7,0,Aprovado,520,622
123,59030180,2014,1,ATIVO,2014,2,10,0,Aprovado,860,740
124,59070620,2014,1,CANCELADO,2014,2,0,0,Reprovado,700,643
124,59070620,2014,1,CANCELADO,2015,2,3.3,0,Reprovado,700,643
124,59070620,2014,1,CANCELADO,2016,1,2.6,0,Reprovado,700,643
125,59140840,2014,1,ATIVO,2014,2,9.4,0,Aprovado,660,658
126,59064720,2014,1,CANCELADO,2014,2,0.5,0,Reprovado,840,652
127,59280000,2014,1,TRANCADO,2014,2,3.9,0,Reprovado,640,647
127,59280000,2014,1,TRANCADO,2015,1,7.4,0,Aprovado,640,647
128,59290000,2014,1,ATIVO,2014,2,7.7,0,Aprovado,520,612
129,59123700,2014,1,ATIVO,2014,2,6.6,0,Aprovado,560,549
130,59110400,2014,1,ATIVO,2014,2,4.4,0,Reprovado,600,655
130,59110400,2014,1,ATIVO,2015,1,5.6,0,Aprovado,600,655
131,59310000,2014,1,ATIVO,2014,2,6,0,Aprovado,640,635
132,59064230,2014,1,ATIVO,2014,2,0.5,0,Reprovado,720,625
132,59064230,2014,1,ATIVO,2015,1,2.5,0,Reprovado,720,625
132,59064230,2014,1,ATIVO,2015,2,2.9,0,Reprovado,720,625
132,59064230,2014,1,ATIVO,2016,1,5.3,0,Aprovado,720,625
132,59064230,2014,1,ATIVO,2016,2,8.3,0,Aprovado,720,625
133,5163000,2014,1,ATIVO,2014,2,8.4,0,Aprovado,740,667
134,0,2014,1,ATIVO,2014,1,7.6,0,Aprovado,0,
135,59074420,2014,1,CANCELADO,2014,2,0,0,Reprovado,580,581
136,59650000,2014,1,ATIVO,2014,2,9.7,0,Aprovado,600,639
137,59122080,2014,1,ATIVO,2014,2,0.1,0,Reprovado,440,604
138,76963600,2014,1,CANCELADO,2014,2,0,0,Reprovado,720,631
139,59090486,2014,1,ATIVO,2015,2,1.4,0,Reprovado,660,623
140,59080040,2014,1,TRANCADO,2014,2,1.3,0,Reprovado,720,637
140,59080040,2014,1,TRANCADO,2015,1,5.8,0,Aprovado,720,637
141,59052220,2014,1,FORMANDO,2014,1,7.6,0,Aprovado,680,683
142,59138490,2014,1,CANCELADO,2014,2,0,0,Reprovado,600,546
142,59138490,2014,1,CANCELADO,2015,1,0.1,0,Reprovado,600,546
142,59138490,2014,1,CANCELADO,2015,2,1.2,0,Reprovado,600,546
142,59138490,2014,1,CANCELADO,2016,1,1,0,Reprovado,600,546
142,59138490,2014,1,CANCELADO,2016,2,1.7,0,Reprovado,600,546
143,59012060,2014,1,CANCELADO,2014,2,0.2,0,Reprovado,800,637
143,59012060,2014,1,CANCELADO,2015,1,0.1,0,Reprovado,800,637
144,59070340,2014,1,FORMANDO,2014,2,8.9,0,Aprovado,620,657
145,59148783,2014,1,ATIVO,2014,2,2.7,0,Reprovado,600,650
145,59148783,2014,1,ATIVO,2015,1,9.5,0,Aprovado,600,650
146,59150666,2014,1,ATIVO,2014,2,6.1,0,Aprovado,720,647
147,59500000,2014,1,ATIVO,2014,1,7.4,0,Aprovado,580,653
147,59500000,2014,1,ATIVO,2014,2,9.7,0,Aprovado,580,653
148,0,2014,1,CANCELADO,2014,2,0,0,Reprovado,0,
149,59108000,2014,1,CANCELADO,2014,2,4.1,0,Reprovado,760,647
150,59120638,2014,1,ATIVO,2015,1,9.4,0,Aprovado,960,720
151,59032230,2014,1,CONCLUIDO,2014,1,7.7,0,Aprovado,540,630
152,59150220,2014,1,ATIVO,2014,2,7.3,0,Aprovado,620,660
153,59064320,2014,1,ATIVO,2014,1,1.8,0,Reprovado,720,636
153,59064320,2014,1,ATIVO,2014,2,2.4,0,Reprovado,720,636
153,59064320,2014,1,ATIVO,2015,1,4.2,0,Reprovado,720,636
153,59064320,2014,1,ATIVO,2015,2,5.6,0,Aprovado,720,636
154,59086360,2014,1,ATIVO,2014,2,9.4,0,Aprovado,940,717
155,59343000,2014,1,ATIVO,2014,1,4.7,0,Reprovado,720,632
155,59343000,2014,1,ATIVO,2014,2,5.9,0,Aprovado,720,632
156,59374000,2014,1,ATIVO,2014,1,7.4,0,Aprovado,780,714
157,59056140,2014,1,ATIVO,2014,2,7.2,0,Aprovado,580,628
158,59153150,2014,1,ATIVO,2014,2,5.6,0,Aprovado,460,530
159,46400000,2014,1,CANCELADO,2014,2,0.5,0,Reprovado,800,677
160,59122390,2014,1,ATIVO,2015,1,10,0,Aprovado,680,650
161,59082190,2014,1,CANCELADO,2015,1,3.1,0,Reprovado,800,640
162,59030470,2014,1,ATIVO,2014,2,9,0,Aprovado,680,704
163,59072610,2014,1,TRANCADO,2014,2,1.9,0,Reprovado,740,603
163,59072610,2014,1,TRANCADO,2015,1,3.4,0,Reprovado,740,603
163,59072610,2014,1,TRANCADO,2016,1,4.7,0,Reprovado,740,603
163,59072610,2014,1,TRANCADO,2016,2,4.6,0,Reprovado,740,603
164,59050110,2014,1,CANCELADO,2014,2,0.5,0,Reprovado,800,637
164,59050110,2014,1,CANCELADO,2015,1,0.1,0,Reprovado,800,637
164,59050110,2014,1,CANCELADO,2015,2,2.5,0,Reprovado,800,637
164,59050110,2014,1,CANCELADO,2016,1,1.8,0,Reprovado,800,637
165,59106114,2014,1,ATIVO,2014,2,0.2,0,Reprovado,700,647
165,59106114,2014,1,ATIVO,2015,1,3.2,0,Reprovado,700,647
165,59106114,2014,1,ATIVO,2015,2,5.6,0,Aprovado,700,647
166,59114253,2014,1,ATIVO,2014,2,6.9,0,Aprovado,760,637
167,59200000,2014,1,CANCELADO,2014,2,3.3,0,Reprovado,580,622
168,59280000,2014,1,CANCELADO,2016,1,0.4,0,Reprovado,520,651
168,59280000,2014,1,CANCELADO,2016,2,1.3,0,Reprovado,520,651
169,59347000,2014,1,CANCELADO,2014,2,6.7,0,Aprovado,700,603
0,59015430,2014,1,CANCELADO,2014,1,7.1,1,Aprovado,640,618
1,59073120,2014,1,CANCELADO,2014,1,5.9,1,Aprovado,660,615
2,59072580,2014,1,ATIVO,2014,1,5.3,1,Aprovado,560,600
3,59088150,2014,1,ATIVO,2014,1,5.3,1,Aprovado,760,673
4,59064245,2014,1,CANCELADO,2014,1,4.8,1,Reprovado,700,642
4,59064245,2014,1,CANCELADO,2014,2,6.8,1,Aprovado,700,642
5,59112430,2014,1,ATIVO,2014,1,6.5,1,Aprovado,520,581
170,59151400,2014,1,CANCELADO,2014,1,3.3,1,Reprovado,680,624
170,59151400,2014,1,CANCELADO,2015,1,7.4,1,Aprovado,680,624
171,59056520,2014,1,CANCELADO,2014,1,8,1,Aprovado,820,705
172,59078040,2014,1,FORMANDO,2014,1,8.8,1,Aprovado,960,798
6,59152780,2014,1,CANCELADO,2014,1,7.1,1,Aprovado,640,660
7,59020330,2014,1,ATIVO,2014,1,4.7,1,Reprovado,720,647
7,59020330,2014,1,ATIVO,2015,2,7.4,1,Aprovado,720,647
173,0,2014,1,CANCELADO,2014,1,0,1,Reprovado,0,
8,59151610,2014,1,ATIVO,2014,1,8.5,1,Aprovado,800,621
174,59088500,2014,1,CANCELADO,2014,1,5,1,Aprovado,620,677
9,59145510,2014,1,CANCELADO,2014,1,9,1,Aprovado,700,663
175,59056100,2014,1,CANCELADO,2014,1,5.2,1,Aprovado,540,652
10,59075260,2014,1,CANCELADO,2014,1,7.3,1,Aprovado,760,698
11,59086620,2014,1,CANCELADO,2014,1,5.6,1,Aprovado,720,621
12,59547000,2014,1,ATIVO,2014,1,5.4,1,Aprovado,520,634
13,59082180,2014,1,CANCELADO,2014,1,7.9,1,Aprovado,820,667
14,59150500,2014,1,ATIVO,2014,1,6.8,1,Aprovado,680,630
16,59810000,2014,1,ATIVO,2014,1,6.5,1,Aprovado,640,613
17,59115190,2014,1,TRANCADO,2014,1,5.2,1,Aprovado,580,634
18,59050350,2014,1,CANCELADO,2014,1,8,1,Aprovado,740,662
176,59151380,2014,1,CANCELADO,2014,1,7.4,1,Aprovado,960,659
20,59090620,2014,1,ATIVO,2014,1,4.5,1,Reprovado,640,616
20,59090620,2014,1,ATIVO,2015,1,2.5,1,Reprovado,640,616
20,59090620,2014,1,ATIVO,2015,2,5.4,1,Aprovado,640,616
21,59324000,2014,1,ATIVO,2014,1,8.3,1,Aprovado,800,689
22,59054550,2014,1,CANCELADO,2014,1,6.5,1,Aprovado,600,662
23,59070750,2014,2,ATIVO,2014,2,7.2,1,Aprovado,520,553
177,59290000,2014,1,CANCELADO,2014,1,6,1,Aprovado,800,629
24,59280000,2014,1,CANCELADO,2014,1,7.7,1,Aprovado,520,610
26,59290000,2014,1,ATIVO,2014,1,6.7,1,Aprovado,780,617
27,59040240,2014,1,ATIVO,2014,1,7.1,1,Aprovado,780,733
28,59149356,2014,1,CANCELADO,2014,1,3.5,1,Reprovado,600,552
28,59149356,2014,1,CANCELADO,2015,1,7.1,1,Aprovado,600,552
29,59063280,2014,1,CANCELADO,2014,1,0,1,Reprovado,680,649
30,59094300,2014,1,ATIVO,2014,1,6.4,1,Aprovado,560,658
31,59020400,2014,1,ATIVO,2014,1,8.3,1,Aprovado,600,630
178,59140200,2014,1,CANCELADO,2014,1,8.7,1,Aprovado,820,660
32,59106114,2014,1,CANCELADO,2014,1,5.2,1,Aprovado,640,617
33,59122495,2014,1,ATIVO,2014,1,7.6,1,Aprovado,720,669
34,51011480,2014,1,ATIVO,2014,1,6.3,1,Aprovado,720,620
35,59068310,2014,1,CANCELADO,2014,1,5.7,1,Aprovado,560,630
179,59066380,2014,1,CANCELADO,2014,1,5.6,1,Aprovado,480,609
37,59037250,2014,1,ATIVO,2014,1,6,1,Aprovado,680,609
38,59124090,2014,1,ATIVO,2014,1,7.4,1,Aprovado,660,617
39,59090310,2014,1,ATIVO,2014,1,7.3,1,Aprovado,720,611
40,0,2014,1,CANCELADO,2014,1,1.5,1,Reprovado,0,
180,59141180,2014,1,CANCELADO,2014,1,6.6,1,Aprovado,860,705
41,59151250,2014,1,ATIVO,2014,1,8.1,1,Aprovado,840,708
42,59347000,2014,1,ATIVO,2014,1,7,1,Aprovado,520,542
43,59145580,2014,1,CANCELADO,2014,1,8.3,1,Aprovado,680,630
44,59151903,2014,1,CANCELADO,2014,1,7.8,1,Aprovado,760,656
45,59650000,2014,1,ATIVO,2014,1,7,1,Aprovado,760,687
181,59010130,2014,1,TRANCADO,2014,1,7.1,1,Aprovado,720,633
46,59094390,2014,1,CANCELADO,2014,1,3.1,1,Reprovado,680,636
46,59094390,2014,1,CANCELADO,2015,1,3.5,1,Reprovado,680,636
46,59094390,2014,1,CANCELADO,2015,2,0,1,Reprovado,680,636
47,59088310,2014,1,ATIVO,2014,1,7,1,Aprovado,900,658
48,59150160,2014,1,ATIVO,2014,1,5.4,1,Aprovado,460,619
49,59074120,2014,1,CANCELADO,2014,1,6,1,Aprovado,580,617
50,59073143,2014,1,CANCELADO,2014,1,6.3,1,Aprovado,540,606
182,59153155,2014,1,FORMANDO,2014,1,8.5,1,Aprovado,760,761
183,59110270,2014,1,CANCELADO,2014,1,0,1,Reprovado,840,654
51,59460000,2014,1,CANCELADO,2014,1,7.4,1,Aprovado,720,682
184,59022020,2014,1,CANCELADO,2014,1,2.7,1,Reprovado,800,750
52,59120520,2014,1,CANCELADO,2014,1,4.6,1,Reprovado,680,613
52,59120520,2014,1,CANCELADO,2014,2,0,1,Reprovado,680,613
53,59068570,2014,1,CANCELADO,2014,1,7.1,1,Aprovado,760,645
54,59037390,2014,1,ATIVO,2014,1,3.7,1,Reprovado,680,602
54,59037390,2014,1,ATIVO,2016,2,7.8,1,Aprovado,680,602
55,59082070,2014,1,ATIVO,2014,1,8.2,1,Aprovado,560,652
185,59146130,2014,1,CANCELADO,2014,1,0.5,1,Reprovado,720,633
186,59129330,2014,1,CANCELADO,2014,1,0,1,Reprovado,700,605
187,59149326,2014,1,CANCELADO,2014,1,5,1,Aprovado,740,643
57,59149300,2014,1,ATIVO,2014,1,8.2,1,Aprovado,680,653
58,59073140,2014,1,CONCLUIDO,2014,1,7.4,1,Aprovado,960,744
59,59150300,2014,1,CANCELADO,2014,1,8,1,Aprovado,600,642
61,59151400,2014,1,ATIVO,2014,1,7.5,1,Aprovado,600,668
62,59090500,2014,1,ATIVO,2014,1,6.6,1,Aprovado,780,730
63,59115555,2014,1,ATIVO,2014,1,8.7,1,Aprovado,1000,757
64,59141300,2014,1,ATIVO,2014,1,6.8,1,Aprovado,640,622
65,59014020,2014,1,CANCELADO,2014,1,7.4,1,Aprovado,720,684
67,59132694,2014,1,CANCELADO,2014,1,5,1,Aprovado,440,611
68,85980000,2014,1,CANCELADO,2014,1,5.6,1,Aprovado,640,660
188,59151400,2014,1,ATIVO,2014,1,8.1,1,Aprovado,460,699
69,53240210,2014,1,ATIVO,2014,1,6.6,1,Aprovado,720,656
189,59151250,2014,1,CANCELADO,2014,1,5,1,Aprovado,920,661
190,59149313,2014,1,CANCELADO,2014,1,5.2,1,Aprovado,660,652
70,59022500,2014,1,ATIVO,2014,1,8,1,Aprovado,720,698
71,59062530,2014,1,ATIVO,2014,1,6,1,Aprovado,660,594
72,59054220,2014,1,ATIVO,2014,1,7.7,1,Aprovado,620,708
74,6321200,2014,1,ATIVO,2014,1,8.9,1,Aprovado,600,644
75,59062570,2014,1,TRANCADO,2014,1,7.2,1,Aprovado,640,672
76,59075100,2014,1,TRANCADO,2014,1,7.4,1,Aprovado,960,718
77,0,2014,1,ATIVO,2014,1,6.4,1,Aprovado,0,
78,59460000,2014,1,CANCELADO,2014,1,7.2,1,Aprovado,680,579
